Type,Model,GPU,Run,Metric,Value,Source
Local,Mistral-7B-Instruct-v0.3,H100,4,CO2eq,131.9864,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,5,CO2eq,135.970176,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,6,CO2eq,130.14915,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,7,CO2eq,134.738938,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,8,CO2eq,131.835419,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,9,CO2eq,134.936598,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,10,CO2eq,133.767229,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,1,Distance,1.239412,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,2,Distance,1.211915,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,3,Distance,1.255604,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,4,Distance,1.22778,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,5,Distance,1.264839,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,6,Distance,1.21069,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,7,Distance,1.253385,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,8,Distance,1.226376,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,9,Distance,1.255224,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,10,Distance,1.244346,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,1,Energy,0.349748,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,2,Energy,0.341989,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,3,Energy,0.354317,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,4,Energy,0.346466,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,5,Energy,0.356924,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,6,Energy,0.341643,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,7,Energy,0.353691,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,8,Energy,0.34607,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,9,Energy,0.35421,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,10,Energy,0.351141,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,1,Time,00:27:44,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,2,Time,00:28:06,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,3,Time,00:28:00,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,4,Time,00:27:14,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,5,Time,00:27:05,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,6,Time,00:28:03,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,7,Time,00:27:54,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,8,Time,00:27:14,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,9,Time,00:27:45,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100,10,Time,00:27:53,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,1,CO2eq,111.292224,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,2,CO2eq,113.19747,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,3,CO2eq,114.387348,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,4,CO2eq,113.424362,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,5,CO2eq,111.988247,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,6,CO2eq,111.394089,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,7,CO2eq,113.494814,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,8,CO2eq,114.169062,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,9,CO2eq,113.282148,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,10,CO2eq,112.147101,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,1,Distance,1.035277,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,2,Distance,1.053,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,3,Distance,1.064068,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,4,Distance,1.05511,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,5,Distance,1.041751,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,6,Distance,1.036224,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,7,Distance,1.055766,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,8,Distance,1.062038,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,9,Distance,1.053787,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,10,Distance,1.043229,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,1,Energy,0.292144,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,2,Energy,0.297145,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,3,Energy,0.300268,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,4,Energy,0.29774,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,5,Energy,0.293971,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,6,Energy,0.292411,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,7,Energy,0.297925,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,8,Energy,0.299695,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,9,Energy,0.297367,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,10,Energy,0.294388,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,1,Time,00:30:15,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,2,Time,00:30:20,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,3,Time,00:30:31,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,4,Time,00:30:30,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,5,Time,00:30:06,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,6,Time,00:30:14,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,7,Time,00:30:26,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,8,Time,00:30:27,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,9,Time,00:30:28,local_mistral
Local,Mistral-7B-Instruct-v0.3,H100-PCI,10,Time,00:30:08,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,1,CO2eq,129.121576,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,2,CO2eq,128.785766,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,3,CO2eq,129.340284,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,4,CO2eq,132.336347,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,5,CO2eq,129.118818,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,6,CO2eq,128.763529,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,7,CO2eq,132.03181,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,8,CO2eq,129.341614,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,9,CO2eq,129.243653,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,10,CO2eq,128.61188,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,1,Distance,1.201131,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,2,Distance,1.198007,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,3,Distance,1.203165,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,4,Distance,1.231036,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,5,Distance,1.201105,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,6,Distance,1.1978,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,7,Distance,1.228203,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,8,Distance,1.203178,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,9,Distance,1.202267,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,10,Distance,1.19639,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,1,Energy,0.338946,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,2,Energy,0.338064,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,3,Energy,0.33952,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,4,Energy,0.347385,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,5,Energy,0.338939,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,6,Energy,0.338006,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,7,Energy,0.346585,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,8,Energy,0.339523,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,9,Energy,0.339266,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,10,Energy,0.337608,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,1,Time,00:25:57,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,2,Time,00:25:58,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,3,Time,00:25:52,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,4,Time,00:26:08,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,5,Time,00:25:57,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,6,Time,00:26:00,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,7,Time,00:26:02,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,8,Time,00:25:59,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,9,Time,00:26:03,local_mistral
Local,Mistral-7B-Instruct-v0.3,H200,10,Time,00:25:53,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,1,CO2eq,185.376791,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,2,CO2eq,188.463683,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,3,CO2eq,188.085435,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,4,CO2eq,183.353666,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,5,CO2eq,185.467185,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,6,CO2eq,188.995306,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,7,CO2eq,188.234245,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,8,CO2eq,183.673452,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,9,CO2eq,185.246586,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,10,CO2eq,188.74902,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,1,Distance,1.724435,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,2,Distance,1.753151,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,3,Distance,1.749632,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,4,Distance,1.705615,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,5,Distance,1.725276,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,6,Distance,1.758096,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,7,Distance,1.751016,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,8,Distance,1.70859,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,9,Distance,1.723224,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,10,Distance,1.755805,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,1,Energy,0.486617,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,2,Energy,0.49472,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,3,Energy,0.493727,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,4,Energy,0.481306,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,5,Energy,0.486854,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,6,Energy,0.496115,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,7,Energy,0.494117,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,8,Energy,0.482145,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,9,Energy,0.486275,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,10,Energy,0.495469,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,1,Time,01:03:57,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,2,Time,01:03:53,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,3,Time,01:04:12,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,4,Time,01:03:58,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,5,Time,01:03:55,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,6,Time,01:04:02,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,7,Time,01:04:13,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,8,Time,01:04:06,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,9,Time,01:04:01,local_mistral
Local,Mistral-7B-v0.3,A100-40GB,10,Time,01:04:10,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,1,CO2eq,183.399419,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,2,CO2eq,183.710869,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,3,CO2eq,196.423376,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,4,CO2eq,186.134155,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,5,CO2eq,185.283572,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,6,CO2eq,199.89604,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,7,CO2eq,194.884643,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,8,CO2eq,187.672286,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,9,CO2eq,188.471033,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,10,CO2eq,185.38326,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,1,Distance,1.706041,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,2,Distance,1.708938,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,3,Distance,1.827194,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,4,Distance,1.731481,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,5,Distance,1.723568,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,6,Distance,1.859498,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,7,Distance,1.81288,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,8,Distance,1.745789,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,9,Distance,1.753219,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,10,Distance,1.724495,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,1,Energy,0.481426,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,2,Energy,0.482243,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,3,Energy,0.515614,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,4,Energy,0.488605,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,5,Energy,0.486372,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,6,Energy,0.52473,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,7,Energy,0.511575,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,8,Energy,0.492642,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,9,Energy,0.494739,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,10,Energy,0.486633,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,1,Time,00:59:36,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,2,Time,00:59:47,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,3,Time,00:59:57,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,4,Time,01:02:00,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,5,Time,01:00:48,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,6,Time,01:00:42,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,7,Time,01:00:39,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,8,Time,00:59:36,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,9,Time,00:59:49,local_mistral
Local,Mistral-7B-v0.3,A100-80GB,10,Time,01:00:17,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,1,CO2eq,165.12558,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,2,CO2eq,163.88233,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,3,CO2eq,164.632509,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,4,CO2eq,164.045033,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,5,CO2eq,163.153827,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,6,CO2eq,163.379359,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,7,CO2eq,165.472664,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,8,CO2eq,164.691198,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,9,CO2eq,163.956281,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,10,CO2eq,164.03595,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,1,Distance,1.536052,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,2,Distance,1.524487,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,3,Distance,1.531465,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,4,Distance,1.526,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,5,Distance,1.51771,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,6,Distance,1.519808,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,7,Distance,1.539281,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,8,Distance,1.532011,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,9,Distance,1.525175,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,10,Distance,1.525916,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,1,Energy,0.433457,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,2,Energy,0.430193,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,3,Energy,0.432163,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,4,Energy,0.43062,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,5,Energy,0.428281,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,6,Energy,0.428873,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,7,Energy,0.434368,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,8,Energy,0.432317,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,9,Energy,0.430387,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,10,Energy,0.430597,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,1,Time,01:06:45,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,2,Time,01:06:08,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,3,Time,01:06:27,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,4,Time,01:06:17,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,5,Time,01:05:57,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,6,Time,01:06:06,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,7,Time,01:06:39,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,8,Time,01:06:27,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,9,Time,01:06:14,local_mistral
Local,Mistral-7B-v0.3,A100-PCI,10,Time,01:06:11,local_mistral
Local,Mistral-7B-v0.3,H100,1,CO2eq,142.594641,local_mistral
Local,Mistral-7B-v0.3,H100,2,CO2eq,143.614241,local_mistral
Local,Mistral-7B-v0.3,H100,3,CO2eq,143.960888,local_mistral
Local,Mistral-7B-v0.3,H100,4,CO2eq,143.308573,local_mistral
Local,Mistral-7B-v0.3,H100,5,CO2eq,145.016779,local_mistral
Local,Mistral-7B-v0.3,H100,6,CO2eq,137.602166,local_mistral
Local,Mistral-7B-v0.3,H100,7,CO2eq,143.401255,local_mistral
Local,Mistral-7B-v0.3,H100,8,CO2eq,142.345475,local_mistral
Local,Mistral-7B-v0.3,H100,9,CO2eq,138.529597,local_mistral
Local,Mistral-7B-v0.3,H100,10,CO2eq,143.321284,local_mistral
Local,Mistral-7B-v0.3,H100,1,Distance,1.326462,local_mistral
Local,Mistral-7B-v0.3,H100,2,Distance,1.335946,local_mistral
Local,Mistral-7B-v0.3,H100,3,Distance,1.339171,local_mistral
Local,Mistral-7B-v0.3,H100,4,Distance,1.333103,local_mistral
Local,Mistral-7B-v0.3,H100,5,Distance,1.348993,local_mistral
Local,Mistral-7B-v0.3,H100,6,Distance,1.28002,local_mistral
Local,Mistral-7B-v0.3,H100,7,Distance,1.333965,local_mistral
Local,Mistral-7B-v0.3,H100,8,Distance,1.324144,local_mistral
Local,Mistral-7B-v0.3,H100,9,Distance,1.288647,local_mistral
Local,Mistral-7B-v0.3,H100,10,Distance,1.333221,local_mistral
Local,Mistral-7B-v0.3,H100,1,Energy,0.374313,local_mistral
Local,Mistral-7B-v0.3,H100,2,Energy,0.376989,local_mistral
Local,Mistral-7B-v0.3,H100,3,Energy,0.377899,local_mistral
Local,Mistral-7B-v0.3,H100,4,Energy,0.376187,local_mistral
Local,Mistral-7B-v0.3,H100,5,Energy,0.380671,local_mistral
Local,Mistral-7B-v0.3,H100,6,Energy,0.361207,local_mistral
Local,Mistral-7B-v0.3,H100,7,Energy,0.37643,local_mistral
Local,Mistral-7B-v0.3,H100,8,Energy,0.373659,local_mistral
Local,Mistral-7B-v0.3,H100,9,Energy,0.363642,local_mistral
Local,Mistral-7B-v0.3,H100,10,Energy,0.37622,local_mistral
Local,Mistral-7B-v0.3,H100,1,Time,00:29:05,local_mistral
Local,Mistral-7B-v0.3,H100,2,Time,00:29:11,local_mistral
Local,Mistral-7B-v0.3,H100,3,Time,00:29:13,local_mistral
Local,Mistral-7B-v0.3,H100,4,Time,00:29:09,local_mistral
Local,Mistral-7B-v0.3,H100,5,Time,00:28:56,local_mistral
Local,Mistral-7B-v0.3,H100,6,Time,00:29:42,local_mistral
Local,Mistral-7B-v0.3,H100,7,Time,00:29:11,local_mistral
Local,Mistral-7B-v0.3,H100,8,Time,00:29:28,local_mistral
Local,Mistral-7B-v0.3,H100,9,Time,00:29:33,local_mistral
Local,Mistral-7B-v0.3,H100,10,Time,00:29:17,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,1,CO2eq,121.45494,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,2,CO2eq,119.423344,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,3,CO2eq,120.31267,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,4,CO2eq,120.188569,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,5,CO2eq,118.723692,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,6,CO2eq,117.857891,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,7,CO2eq,120.106203,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,8,CO2eq,120.701383,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,9,CO2eq,120.260329,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,10,CO2eq,118.806167,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,1,Distance,1.129813,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,2,Distance,1.110915,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,3,Distance,1.119188,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,4,Distance,1.118033,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,5,Distance,1.104406,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,6,Distance,1.096352,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,7,Distance,1.117267,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,8,Distance,1.122804,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,9,Distance,1.118701,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,10,Distance,1.105174,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,1,Energy,0.318821,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,2,Energy,0.313488,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,3,Energy,0.315822,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,4,Energy,0.315497,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,5,Energy,0.311651,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,6,Energy,0.309379,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,7,Energy,0.31528,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,8,Energy,0.316843,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,9,Energy,0.315685,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,10,Energy,0.311868,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,1,Time,00:32:26,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,2,Time,00:32:12,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,3,Time,00:32:25,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,4,Time,00:32:15,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,5,Time,00:32:11,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,6,Time,00:32:03,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,7,Time,00:32:24,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,8,Time,00:32:24,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,9,Time,00:32:26,local_mistral
Local,Mistral-7B-v0.3,H100-PCI,10,Time,00:32:20,local_mistral
Local,Mistral-7B-v0.3,H200,1,CO2eq,136.811035,local_mistral
Local,Mistral-7B-v0.3,H200,2,CO2eq,137.211303,local_mistral
Local,Mistral-7B-v0.3,H200,3,CO2eq,141.277201,local_mistral
Local,Mistral-7B-v0.3,H200,4,CO2eq,136.834424,local_mistral
Local,Mistral-7B-v0.3,H200,5,CO2eq,137.238631,local_mistral
Local,Mistral-7B-v0.3,H200,6,CO2eq,141.027377,local_mistral
Local,Mistral-7B-v0.3,H200,7,CO2eq,136.924081,local_mistral
Local,Mistral-7B-v0.3,H200,8,CO2eq,136.690135,local_mistral
Local,Mistral-7B-v0.3,H200,9,CO2eq,137.125312,local_mistral
Local,Mistral-7B-v0.3,H200,10,CO2eq,139.796243,local_mistral
Local,Mistral-7B-v0.3,H200,1,Distance,1.272661,local_mistral
Local,Mistral-7B-v0.3,H200,2,Distance,1.276384,local_mistral
Local,Mistral-7B-v0.3,H200,3,Distance,1.314207,local_mistral
Local,Mistral-7B-v0.3,H200,4,Distance,1.272878,local_mistral
Local,Mistral-7B-v0.3,H200,5,Distance,1.276638,local_mistral
Local,Mistral-7B-v0.3,H200,6,Distance,1.311883,local_mistral
Local,Mistral-7B-v0.3,H200,7,Distance,1.273712,local_mistral
Local,Mistral-7B-v0.3,H200,8,Distance,1.271536,local_mistral
Local,Mistral-7B-v0.3,H200,9,Distance,1.275584,local_mistral
Local,Mistral-7B-v0.3,H200,10,Distance,1.30043,local_mistral
Local,Mistral-7B-v0.3,H200,1,Energy,0.359131,local_mistral
Local,Mistral-7B-v0.3,H200,2,Energy,0.360181,local_mistral
Local,Mistral-7B-v0.3,H200,3,Energy,0.370855,local_mistral
Local,Mistral-7B-v0.3,H200,4,Energy,0.359192,local_mistral
Local,Mistral-7B-v0.3,H200,5,Energy,0.360253,local_mistral
Local,Mistral-7B-v0.3,H200,6,Energy,0.370199,local_mistral
Local,Mistral-7B-v0.3,H200,7,Energy,0.359428,local_mistral
Local,Mistral-7B-v0.3,H200,8,Energy,0.358813,local_mistral
